Season,TeamA,TeamB,Target,avgOffRtg_TeamA,avgDefRtg_TeamA,avgNetRtg_TeamA,avgeFG_TeamA,avgTOV_TeamA,avgReb_TeamA,AvgWin_TeamA,Margin_TeamA,Seed_TeamA,avgOffRtg_TeamB,avgDefRtg_TeamB,avgNetRtg_TeamB,avgeFG_TeamB,avgTOV_TeamB,avgReb_TeamB,AvgWin_TeamB,Margin_TeamB,Seed_TeamB,OffRtgDIff,DefRtgDiff,NetRtgDiff,eFGDiff,SeedDiff
2007,1394,1458,0,1.1348,1.0059,0.1288,0.5801,0.2329,0.5491,0.8,261,15,1.1068,0.904,0.2028,0.52,0.1795,0.5406,0.8529,437,2,0.028,0.1019,-0.0739,0.06,13
2007,1139,1268,1,1.1465,0.9468,0.1997,0.5303,0.1539,0.4938,0.8065,352,5,1.0736,0.9187,0.1549,0.5295,0.2116,0.5058,0.75,381,4,0.0729,0.028,0.0449,0.0008,1
2007,1130,1207,0,1.1109,1.0488,0.0621,0.5384,0.2101,0.5124,0.6452,148,7,1.1451,0.9463,0.1988,0.5738,0.2274,0.5493,0.8125,371,2,-0.0342,0.1025,-0.1367,-0.0354,5
2007,1277,1314,0,1.055,0.9242,0.1307,0.5248,0.2436,0.5645,0.6667,277,9,1.1552,0.9198,0.2354,0.5533,0.1855,0.5557,0.8235,617,1,-0.1002,0.0044,-0.1046,-0.0285,8
2007,1326,1462,1,1.1243,0.923,0.2013,0.5391,0.177,0.5194,0.9091,445,1,1.1583,0.973,0.1852,0.5591,0.1936,0.5223,0.75,372,9,-0.034,-0.05,0.016,-0.02,-8
2007,1338,1433,1,1.1134,0.9778,0.1356,0.5301,0.183,0.5375,0.7941,296,3,1.137,0.9752,0.1618,0.5265,0.1723,0.5179,0.8182,331,11,-0.0236,0.0027,-0.0262,0.0036,-8
2007,1257,1401,0,1.066,0.9531,0.1129,0.4995,0.1916,0.5139,0.7097,260,6,1.1419,0.8917,0.2502,0.5598,0.1886,0.5373,0.8065,531,3,-0.0759,0.0614,-0.1373,-0.0604,3
2007,1231,1417,0,1.098,0.9661,0.1319,0.5225,0.1909,0.5162,0.6667,262,7,1.1003,0.9346,0.1657,0.543,0.1873,0.5249,0.8333,342,2,-0.0023,0.0315,-0.0338,-0.0204,5
2007,1435,1450,1,1.0917,1.021,0.0706,0.5342,0.1796,0.4816,0.6333,128,6,1.0607,0.94,0.1207,0.5225,0.165,0.4827,0.7812,237,3,0.031,0.0811,-0.0501,0.0117,3
2007,1196,1345,1,1.1745,0.9153,0.2592,0.5931,0.2059,0.5559,0.8529,604,1,1.054,0.9487,0.1053,0.5266,0.2156,0.5109,0.6562,220,9,0.1205,-0.0334,0.1539,0.0665,-8
2007,1242,1246,1,1.1115,0.8659,0.2456,0.5404,0.1987,0.5514,0.8824,592,1,1.0738,0.9811,0.0927,0.5438,0.2139,0.5224,0.6562,197,8,0.0377,-0.1152,0.1529,-0.0033,-7
2007,1272,1305,1,1.1102,0.875,0.2352,0.5282,0.1892,0.541,0.9091,569,2,1.1485,0.9821,0.1664,0.5539,0.1924,0.5465,0.871,323,7,-0.0383,-0.1071,0.0688,-0.0257,-5
2007,1332,1457,1,1.1267,0.9719,0.1547,0.5338,0.1843,0.5178,0.7879,345,3,1.1056,0.9402,0.1653,0.5502,0.1968,0.5392,0.8571,315,11,0.0211,0.0317,-0.0106,-0.0164,-8
2007,1356,1439,1,1.0307,0.9448,0.0859,0.5262,0.227,0.5106,0.8125,190,4,1.0887,0.9803,0.1084,0.5184,0.1645,0.4969,0.6452,214,5,-0.058,-0.0355,-0.0225,0.0078,-1
2007,1397,1438,1,1.065,1.0018,0.0632,0.5179,0.1956,0.4859,0.6875,167,5,1.0934,1.01,0.0834,0.5056,0.1936,0.5261,0.6552,165,4,-0.0284,-0.0082,-0.0202,0.0123,1
2007,1424,1458,1,1.1011,0.9844,0.1167,0.5137,0.1677,0.496,0.8182,268,7,1.1068,0.904,0.2028,0.52,0.1795,0.5406,0.8529,437,2,-0.0057,0.0804,-0.0861,-0.0064,5
2007,1400,1425,0,1.1423,0.9999,0.1424,0.5205,0.1707,0.5174,0.7273,339,4,1.0439,0.947,0.0969,0.5349,0.2124,0.4973,0.6765,217,5,0.0984,0.0529,0.0455,-0.0145,-1
2007,1242,1356,1,1.1115,0.8659,0.2456,0.5404,0.1987,0.5514,0.8824,592,1,1.0307,0.9448,0.0859,0.5262,0.227,0.5106,0.8125,190,4,0.0808,-0.0789,0.1597,0.0142,-3
2007,1272,1401,1,1.1102,0.875,0.2352,0.5282,0.1892,0.541,0.9091,569,2,1.1419,0.8917,0.2502,0.5598,0.1886,0.5373,0.8065,531,3,-0.0317,-0.0167,-0.015,-0.0316,-1
2007,1326,1397,1,1.1243,0.923,0.2013,0.5391,0.177,0.5194,0.9091,445,1,1.065,1.0018,0.0632,0.5179,0.1956,0.4859,0.6875,167,5,0.0593,-0.0788,0.138,0.0212,-4
2007,1338,1417,0,1.1134,0.9778,0.1356,0.5301,0.183,0.5375,0.7941,296,3,1.1003,0.9346,0.1657,0.543,0.1873,0.5249,0.8333,342,2,0.0131,0.0433,-0.0301,-0.0128,1
2007,1139,1196,0,1.1465,0.9468,0.1997,0.5303,0.1539,0.4938,0.8065,352,5,1.1745,0.9153,0.2592,0.5931,0.2059,0.5559,0.8529,604,1,-0.028,0.0315,-0.0595,-0.0628,4
2007,1207,1435,1,1.1451,0.9463,0.1988,0.5738,0.2274,0.5493,0.8125,371,2,1.0917,1.021,0.0706,0.5342,0.1796,0.4816,0.6333,128,6,0.0534,-0.0747,0.1281,0.0396,-4
2007,1314,1425,1,1.1552,0.9198,0.2354,0.5533,0.1855,0.5557,0.8235,617,1,1.0439,0.947,0.0969,0.5349,0.2124,0.4973,0.6765,217,5,0.1113,-0.0272,0.1385,0.0184,-4
2007,1332,1424,1,1.1267,0.9719,0.1547,0.5338,0.1843,0.5178,0.7879,345,3,1.1011,0.9844,0.1167,0.5137,0.1677,0.496,0.8182,268,7,0.0255,-0.0125,0.0381,0.0201,-4
2007,1272,1326,0,1.1102,0.875,0.2352,0.5282,0.1892,0.541,0.9091,569,2,1.1243,0.923,0.2013,0.5391,0.177,0.5194,0.9091,445,1,-0.014,-0.048,0.034,-0.0108,1
2007,1242,1417,0,1.1115,0.8659,0.2456,0.5404,0.1987,0.5514,0.8824,592,1,1.1003,0.9346,0.1657,0.543,0.1873,0.5249,0.8333,342,2,0.0112,-0.0686,0.0799,-0.0025,-1
2007,1196,1332,1,1.1745,0.9153,0.2592,0.5931,0.2059,0.5559,0.8529,604,1,1.1267,0.9719,0.1547,0.5338,0.1843,0.5178,0.7879,345,3,0.0478,-0.0567,0.1045,0.0594,-2
2007,1207,1314,1,1.1451,0.9463,0.1988,0.5738,0.2274,0.5493,0.8125,371,2,1.1552,0.9198,0.2354,0.5533,0.1855,0.5557,0.8235,617,1,-0.0101,0.0265,-0.0366,0.0205,1
2007,1196,1417,1,1.1745,0.9153,0.2592,0.5931,0.2059,0.5559,0.8529,604,1,1.1003,0.9346,0.1657,0.543,0.1873,0.5249,0.8333,342,2,0.0742,-0.0193,0.0935,0.0502,-1
2007,1207,1326,0,1.1451,0.9463,0.1988,0.5738,0.2274,0.5493,0.8125,371,2,1.1243,0.923,0.2013,0.5391,0.177,0.5194,0.9091,445,1,0.0208,0.0233,-0.0025,0.0348,1
2007,1196,1326,1,1.1745,0.9153,0.2592,0.5931,0.2059,0.5559,0.8529,604,1,1.1243,0.923,0.2013,0.5391,0.177,0.5194,0.9091,445,1,0.0502,-0.0078,0.058,0.0541,0
2008,1164,1291,0,0.906,1.0122,-0.1062,0.4333,0.227,0.4648,0.4118,-237,16,1.0088,0.9667,0.0421,0.5057,0.2099,0.4883,0.5625,82,16,-0.1028,0.0456,-0.1484,-0.0724,0
2008,1125,1181,0,1.0913,1.0175,0.0738,0.5359,0.2032,0.5128,0.75,161,15,1.1311,0.9276,0.2035,0.5426,0.1816,0.5061,0.8438,474,2,-0.0398,0.0899,-0.1297,-0.0067,13
2008,1242,1340,1,1.1728,0.8948,0.2779,0.5619,0.1861,0.5562,0.9091,644,1,1.0912,1.0033,0.0879,0.5528,0.2154,0.512,0.7,173,16,0.0816,-0.1085,0.1901,0.0091,-15
2008,1243,1425,1,1.0789,0.9512,0.1277,0.4987,0.206,0.5509,0.6333,294,11,1.0366,0.9477,0.089,0.5393,0.2209,0.5062,0.6562,188,6,0.0423,0.0036,0.0387,-0.0406,5
2008,1246,1266,0,1.0321,0.9749,0.0572,0.5314,0.2375,0.515,0.6,98,11,1.0869,0.9265,0.1603,0.5071,0.1905,0.5195,0.7188,371,6,-0.0548,0.0484,-0.1032,0.0243,5
2008,1277,1396,1,1.0917,0.9662,0.1256,0.5257,0.2099,0.5509,0.7576,307,5,1.0891,1.0251,0.064,0.5456,0.1908,0.4931,0.6364,133,12,0.0027,-0.0589,0.0616,-0.0198,-7
2008,1206,1323,0,1.0927,0.9746,0.1181,0.5306,0.1861,0.5325,0.697,250,12,1.134,0.9779,0.1561,0.5322,0.1812,0.5379,0.7742,313,5,-0.0413,-0.0034,-0.038,-0.0015,7
2008,1331,1338,0,1.0457,0.9376,0.1082,0.5058,0.193,0.5162,0.7419,229,13,1.1151,0.9879,0.1272,0.5137,0.1811,0.5289,0.7429,313,4,-0.0694,-0.0504,-0.019,-0.0079,9
2008,1124,1345,0,1.1053,1.015,0.0903,0.5258,0.172,0.5004,0.6667,188,11,1.0352,0.9175,0.1177,0.4963,0.1928,0.4998,0.75,241,6,0.0701,0.0975,-0.0274,0.0295,5
2008,1165,1390,0,1.1088,0.9888,0.12,0.5635,0.1986,0.5075,0.8077,198,14,1.0858,0.93,0.1558,0.4981,0.1879,0.5595,0.7879,332,3,0.023,0.0588,-0.0358,0.0654,11
2008,1140,1401,0,1.0549,0.9018,0.153,0.5355,0.2022,0.5327,0.7941,372,8,1.0758,0.9418,0.134,0.5217,0.1924,0.5487,0.697,303,9,-0.0209,-0.04,0.0191,0.0138,-1
2008,1290,1417,0,0.9259,1.0006,-0.0747,0.4413,0.2191,0.4798,0.5,-138,16,1.1311,0.9128,0.2183,0.5276,0.1873,0.567,0.9091,475,1,-0.2052,0.0878,-0.2931,-0.0863,15
2008,1245,1424,0,1.0605,0.9383,0.1221,0.5288,0.2228,0.5116,0.8235,260,9,1.0493,0.9455,0.1038,0.4905,0.1613,0.487,0.7812,234,8,0.0111,-0.0072,0.0183,0.0383,1
2008,1450,1457,1,1.1119,0.9489,0.163,0.5458,0.1709,0.5024,0.75,320,4,1.0156,0.9164,0.0991,0.5,0.1988,0.5202,0.6452,195,13,0.0963,0.0325,0.0638,0.0458,-9
2008,1112,1452,0,1.0893,1.0177,0.0716,0.5436,0.1844,0.482,0.5625,153,10,1.1059,0.9518,0.1541,0.5139,0.1609,0.5127,0.697,377,7,-0.0166,0.0658,-0.0824,0.0297,3
2008,1168,1458,0,1.1242,0.998,0.1262,0.5481,0.1821,0.5123,0.7419,297,14,1.0819,0.8628,0.2191,0.508,0.1917,0.5444,0.8788,448,3,0.0424,0.1352,-0.0929,0.0401,11
2008,1208,1462,0,1.0003,0.995,0.0053,0.4801,0.2168,0.528,0.5,29,14,1.139,0.9565,0.1826,0.553,0.2021,0.5448,0.8182,429,3,-0.1387,0.0386,-0.1773,-0.073,11
2008,1116,1231,1,1.0517,0.9665,0.0852,0.5184,0.219,0.5312,0.6667,218,9,1.1043,0.9498,0.1545,0.5254,0.2006,0.5481,0.7812,334,8,-0.0526,0.0167,-0.0693,-0.0071,1
2008,1139,1375,1,1.1261,0.9448,0.1812,0.5417,0.1703,0.4915,0.9062,339,7,1.1226,0.9655,0.1571,0.5401,0.2071,0.5461,0.8065,308,10,0.0034,-0.0206,0.0241,0.0016,-3
2008,1172,1211,1,1.1218,0.9196,0.2022,0.5451,0.1761,0.5233,0.8065,440,10,1.1016,0.912,0.1896,0.5426,0.2038,0.5352,0.7812,424,7,0.0202,0.0076,0.0126,0.0024,3
2008,1207,1420,1,1.1005,0.9161,0.1844,0.5619,0.208,0.5202,0.8438,376,2,1.1325,1.0519,0.0806,0.5208,0.1458,0.4918,0.7419,166,15,-0.032,-0.1359,0.1038,0.0411,-13
2008,1129,1257,0,1.099,1.0169,0.0821,0.5782,0.2107,0.5181,0.75,164,14,1.06,0.9088,0.1512,0.5213,0.1973,0.5183,0.75,339,3,0.0391,0.1081,-0.0691,0.0569,11
2008,1272,1426,1,1.1209,0.8539,0.267,0.5311,0.1705,0.5429,0.9706,648,1,1.0046,0.9722,0.0325,0.5265,0.2401,0.5233,0.6071,71,16,0.1162,-0.1183,0.2345,0.0046,-15
2008,1274,1388,1,1.0683,0.9841,0.0842,0.4938,0.1906,0.5107,0.6774,179,7,1.0934,0.918,0.1753,0.5292,0.1954,0.5257,0.8,373,10,-0.0251,0.0661,-0.0912,-0.0354,-3
2008,1280,1332,1,1.0445,0.936,0.1085,0.5236,0.2182,0.5312,0.6875,257,8,1.1287,1.0671,0.0616,0.565,0.1868,0.514,0.5806,136,9,-0.0842,-0.1311,0.0469,-0.0414,-1
2008,1291,1314,0,1.0088,0.9667,0.0421,0.5057,0.2099,0.4883,0.5625,82,16,1.1499,0.9491,0.2008,0.5277,0.1882,0.5733,0.9412,543,1,-0.1411,0.0175,-0.1587,-0.022,15
2008,1328,1386,1,1.0396,0.9657,0.0739,0.5027,0.1958,0.5214,0.6667,166,6,1.1156,1.0184,0.0973,0.5485,0.1921,0.5022,0.6364,200,11,-0.076,-0.0527,-0.0234,-0.0458,-5
2008,1163,1360,0,1.1091,0.9763,0.1328,0.5106,0.194,0.5386,0.75,291,4,0.9808,0.9536,0.0272,0.4933,0.2239,0.5094,0.6061,66,13,0.1283,0.0227,0.1056,0.0173,-9
2008,1373,1435,1,1.0865,1.0002,0.0863,0.5106,0.1568,0.4692,0.6875,184,13,1.0983,1.0144,0.0838,0.5482,0.1958,0.496,0.7879,205,4,-0.0118,-0.0142,0.0025,-0.0376,9
2008,1110,1397,0,1.0606,1.003,0.0576,0.5291,0.2195,0.5189,0.6562,106,15,1.1242,0.9744,0.1497,0.5284,0.1753,0.5057,0.875,369,2,-0.0636,0.0285,-0.0921,0.0007,13
2008,1122,1400,0,1.0836,1.0219,0.0618,0.5243,0.1847,0.4812,0.7059,133,15,1.1408,0.9832,0.1576,0.5153,0.1401,0.5157,0.8182,328,2,-0.0572,0.0387,-0.0959,0.009,13
2008,1155,1437,0,1.0956,0.9593,0.1362,0.5242,0.2016,0.5184,0.7188,310,5,1.0512,1.0032,0.0479,0.4894,0.2048,0.5201,0.625,113,12,0.0444,-0.0439,0.0883,0.0348,-7
2008,1179,1443,0,1.1445,0.9675,0.1769,0.5307,0.1792,0.52,0.8667,337,5,1.106,0.9403,0.1658,0.5369,0.2027,0.5224,0.8065,356,12,0.0384,0.0272,0.0112,-0.0063,-7
2008,1242,1424,1,1.1728,0.8948,0.2779,0.5619,0.1861,0.5562,0.9091,644,1,1.0493,0.9455,0.1038,0.4905,0.1613,0.487,0.7812,234,8,0.1234,-0.0507,0.1741,0.0714,-7
2008,1277,1338,1,1.0917,0.9662,0.1256,0.5257,0.2099,0.5509,0.7576,307,5,1.1151,0.9879,0.1272,0.5137,0.1811,0.5289,0.7429,313,4,-0.0234,-0.0218,-0.0016,0.0121,1
2008,1266,1390,0,1.0869,0.9265,0.1603,0.5071,0.1905,0.5195,0.7188,371,6,1.0858,0.93,0.1558,0.4981,0.1879,0.5595,0.7879,332,3,0.0011,-0.0035,0.0046,0.009,3
2008,1401,1417,0,1.0758,0.9418,0.134,0.5217,0.1924,0.5487,0.697,303,9,1.1311,0.9128,0.2183,0.5276,0.1873,0.567,0.9091,475,1,-0.0553,0.0291,-0.0843,-0.0059,8
2008,1323,1450,0,1.134,0.9779,0.1561,0.5322,0.1812,0.5379,0.7742,313,5,1.1119,0.9489,0.163,0.5458,0.1709,0.5024,0.75,320,4,0.0221,0.029,-0.0069,-0.0136,1
2008,1181,1452,0,1.1311,0.9276,0.2035,0.5426,0.1816,0.5061,0.8438,474,2,1.1059,0.9518,0.1541,0.5139,0.1609,0.5127,0.697,377,7,0.0252,-0.0242,0.0494,0.0288,-5
2008,1243,1458,0,1.0789,0.9512,0.1277,0.4987,0.206,0.5509,0.6333,294,11,1.0819,0.8628,0.2191,0.508,0.1917,0.5444,0.8788,448,3,-0.003,0.0885,-0.0914,-0.0094,8
2008,1345,1462,0,1.0352,0.9175,0.1177,0.4963,0.1928,0.4998,0.75,241,6,1.139,0.9565,0.1826,0.553,0.2021,0.5448,0.8182,429,3,-0.1038,-0.0389,-0.0649,-0.0567,3
2008,1172,1207,1,1.1218,0.9196,0.2022,0.5451,0.1761,0.5233,0.8065,440,10,1.1005,0.9161,0.1844,0.5619,0.208,0.5202,0.8438,376,2,0.0213,0.0036,0.0178,-0.0168,8
2008,1257,1328,1,1.06,0.9088,0.1512,0.5213,0.1973,0.5183,0.75,339,3,1.0396,0.9657,0.0739,0.5027,0.1958,0.5214,0.6667,166,6,0.0204,-0.0569,0.0773,0.0186,-3
2008,1272,1280,1,1.1209,0.8539,0.267,0.5311,0.1705,0.5429,0.9706,648,1,1.0445,0.936,0.1085,0.5236,0.2182,0.5312,0.6875,257,8,0.0764,-0.0821,0.1584,0.0075,-7
2008,1116,1314,0,1.0517,0.9665,0.0852,0.5184,0.219,0.5312,0.6667,218,9,1.1499,0.9491,0.2008,0.5277,0.1882,0.5733,0.9412,543,1,-0.0982,0.0174,-0.1156,-0.0094,8
2008,1139,1397,0,1.1261,0.9448,0.1812,0.5417,0.1703,0.4915,0.9062,339,7,1.1242,0.9744,0.1497,0.5284,0.1753,0.5057,0.875,369,2,0.0019,-0.0296,0.0315,0.0133,5
2008,1274,1400,0,1.0683,0.9841,0.0842,0.4938,0.1906,0.5107,0.6774,179,7,1.1408,0.9832,0.1576,0.5153,0.1401,0.5157,0.8182,328,2,-0.0725,0.001,-0.0735,-0.0215,5
2008,1373,1437,0,1.0865,1.0002,0.0863,0.5106,0.1568,0.4692,0.6875,184,13,1.0512,1.0032,0.0479,0.4894,0.2048,0.5201,0.625,113,12,0.0353,-0.003,0.0383,0.0212,1
2008,1360,1443,0,0.9808,0.9536,0.0272,0.4933,0.2239,0.5094,0.6061,66,13,1.106,0.9403,0.1658,0.5369,0.2027,0.5224,0.8065,356,12,-0.1252,0.0133,-0.1385,-0.0436,1
2008,1257,1397,1,1.06,0.9088,0.1512,0.5213,0.1973,0.5183,0.75,339,3,1.1242,0.9744,0.1497,0.5284,0.1753,0.5057,0.875,369,2,-0.0642,-0.0656,0.0014,-0.0071,1
2008,1314,1450,1,1.1499,0.9491,0.2008,0.5277,0.1882,0.5733,0.9412,543,1,1.1119,0.9489,0.163,0.5458,0.1709,0.5024,0.75,320,4,0.038,0.0002,0.0378,-0.0181,-3
2008,1417,1443,1,1.1311,0.9128,0.2183,0.5276,0.1873,0.567,0.9091,475,1,1.106,0.9403,0.1658,0.5369,0.2027,0.5224,0.8065,356,12,0.025,-0.0275,0.0526,-0.0093,-11
2008,1452,1462,0,1.1059,0.9518,0.1541,0.5139,0.1609,0.5127,0.697,377,7,1.139,0.9565,0.1826,0.553,0.2021,0.5448,0.8182,429,3,-0.0331,-0.0046,-0.0285,-0.0392,4
2008,1172,1458,1,1.1218,0.9196,0.2022,0.5451,0.1761,0.5233,0.8065,440,10,1.0819,0.8628,0.2191,0.508,0.1917,0.5444,0.8788,448,3,0.0399,0.0568,-0.0169,0.037,7
2008,1242,1437,1,1.1728,0.8948,0.2779,0.5619,0.1861,0.5562,0.9091,644,1,1.0512,1.0032,0.0479,0.4894,0.2048,0.5201,0.625,113,12,0.1216,-0.1084,0.23,0.0725,-11
2008,1272,1277,1,1.1209,0.8539,0.267,0.5311,0.1705,0.5429,0.9706,648,1,1.0917,0.9662,0.1256,0.5257,0.2099,0.5509,0.7576,307,5,0.0291,-0.1123,0.1414,0.0054,-4
2008,1390,1400,0,1.0858,0.93,0.1558,0.4981,0.1879,0.5595,0.7879,332,3,1.1408,0.9832,0.1576,0.5153,0.1401,0.5157,0.8182,328,2,-0.055,-0.0532,-0.0018,-0.0173,1
2008,1257,1314,0,1.06,0.9088,0.1512,0.5213,0.1973,0.5183,0.75,339,3,1.1499,0.9491,0.2008,0.5277,0.1882,0.5733,0.9412,543,1,-0.09,-0.0404,-0.0496,-0.0064,2
2008,1417,1462,1,1.1311,0.9128,0.2183,0.5276,0.1873,0.567,0.9091,475,1,1.139,0.9565,0.1826,0.553,0.2021,0.5448,0.8182,429,3,-0.0079,-0.0437,0.0357,-0.0254,-2
2008,1172,1242,0,1.1218,0.9196,0.2022,0.5451,0.1761,0.5233,0.8065,440,10,1.1728,0.8948,0.2779,0.5619,0.1861,0.5562,0.9091,644,1,-0.051,0.0248,-0.0758,-0.0168,9
2008,1272,1400,1,1.1209,0.8539,0.267,0.5311,0.1705,0.5429,0.9706,648,1,1.1408,0.9832,0.1576,0.5153,0.1401,0.5157,0.8182,328,2,-0.0199,-0.1293,0.1093,0.0158,-1
2008,1242,1314,1,1.1728,0.8948,0.2779,0.5619,0.1861,0.5562,0.9091,644,1,1.1499,0.9491,0.2008,0.5277,0.1882,0.5733,0.9412,543,1,0.0228,-0.0543,0.0771,0.0342,0
2008,1272,1417,1,1.1209,0.8539,0.267,0.5311,0.1705,0.5429,0.9706,648,1,1.1311,0.9128,0.2183,0.5276,0.1873,0.567,0.9091,475,1,-0.0102,-0.0589,0.0487,0.0035,0
2008,1242,1272,1,1.1728,0.8948,0.2779,0.5619,0.1861,0.5562,0.9091,644,1,1.1209,0.8539,0.267,0.5311,0.1705,0.5429,0.9706,648,1,0.0519,0.0409,0.011,0.0308,0
2009,1106,1287,0,1.0424,0.9527,0.0897,0.5177,0.2051,0.5085,0.6897,171,16,1.0339,1.0257,0.0082,0.4849,0.2267,0.5527,0.5312,21,16,0.0085,-0.073,0.0815,0.0329,0
2009,1151,1163,0,1.0468,1.0591,-0.0122,0.5154,0.2138,0.5179,0.5,-47,16,1.1192,0.912,0.2072,0.5142,0.1822,0.5552,0.871,414,1,-0.0723,0.1471,-0.2194,0.0012,15
2009,1127,1181,0,1.0267,0.9821,0.0445,0.4931,0.1935,0.4867,0.7333,89,15,1.1171,0.946,0.1711,0.5101,0.176,0.5178,0.8235,422,2,-0.0904,0.0362,-0.1266,-0.017,13
2009,1103,1211,0,1.0114,0.917,0.0944,0.4846,0.2089,0.4901,0.6471,201,13,1.1388,0.8896,0.2492,0.5497,0.1654,0.5228,0.8333,517,4,-0.1274,0.0274,-0.1548,-0.0651,9
2009,1139,1261,0,1.0702,0.9239,0.1463,0.5166,0.2003,0.5232,0.8333,264,9,1.0949,0.9528,0.1421,0.498,0.1753,0.537,0.7879,311,8,-0.0247,-0.0289,0.0042,0.0186,1
2009,1143,1268,0,1.1236,1.0137,0.1099,0.5451,0.1777,0.5184,0.6875,214,7,1.0304,0.987,0.0433,0.4711,0.1782,0.4888,0.6061,99,10,0.0932,0.0267,0.0665,0.074,-3
2009,1169,1272,0,1.0187,0.9748,0.0439,0.5162,0.2434,0.5248,0.5517,104,15,1.0803,0.8366,0.2437,0.4924,0.1809,0.5429,0.9118,584,2,-0.0616,0.1381,-0.1998,0.0238,13
2009,1155,1276,0,1.1168,0.9641,0.1527,0.5344,0.2009,0.5119,0.7419,333,7,1.0443,1.0006,0.0438,0.5047,0.1761,0.4721,0.5938,113,10,0.0725,-0.0365,0.109,0.0297,-3
2009,1314,1347,1,1.1743,0.9657,0.2085,0.5274,0.17,0.5491,0.871,512,1,1.0224,0.9924,0.03,0.5071,0.2234,0.5468,0.6207,65,16,0.1519,-0.0267,0.1785,0.0203,-15
2009,1288,1328,0,1.0169,0.9271,0.0898,0.4737,0.1981,0.5255,0.6667,177,15,1.1351,0.979,0.1561,0.5533,0.1956,0.5408,0.8438,364,2,-0.1182,-0.0519,-0.0663,-0.0796,13
2009,1320,1345,0,1.0815,1.0116,0.0699,0.5247,0.1853,0.5242,0.697,137,12,1.0479,0.8952,0.1527,0.5106,0.1732,0.498,0.7353,348,5,0.0336,0.1164,-0.0828,0.0141,7
2009,1278,1400,0,1.0242,0.9589,0.0652,0.4989,0.2245,0.5164,0.6774,146,10,1.0611,0.9685,0.0926,0.4852,0.1831,0.5326,0.6667,227,7,-0.0369,-0.0096,-0.0273,0.0137,3
2009,1140,1401,0,1.1275,0.928,0.1995,0.5536,0.166,0.5307,0.7742,386,8,1.0849,0.9968,0.0881,0.5026,0.1935,0.5391,0.7188,172,9,0.0426,-0.0689,0.1114,0.0511,-1
2009,1417,1433,1,1.1558,0.9671,0.1888,0.5625,0.185,0.5298,0.7576,420,6,1.077,0.9477,0.1294,0.5259,0.1886,0.4962,0.7273,285,11,0.0788,0.0194,0.0594,0.0366,-5
2009,1110,1437,0,1.0515,0.9339,0.1176,0.5418,0.2136,0.5254,0.7742,187,14,1.0966,0.9513,0.1453,0.5125,0.1924,0.5288,0.7879,315,3,-0.045,-0.0174,-0.0277,0.0293,11
2009,1228,1443,0,1.0184,0.9,0.1184,0.5144,0.195,0.5006,0.7273,264,5,1.0927,1.0088,0.084,0.5219,0.2017,0.5348,0.7419,160,12,-0.0743,-0.1088,0.0345,-0.0075,-7
2009,1280,1449,0,1.0433,0.9727,0.0705,0.5072,0.1988,0.4893,0.6471,170,13,1.0795,0.9547,0.1248,0.4962,0.2028,0.5584,0.7576,308,4,-0.0363,0.018,-0.0543,0.0109,9
2009,1112,1428,1,1.108,1.0612,0.0468,0.5374,0.1922,0.5176,0.5938,120,12,1.0775,0.9632,0.1143,0.5525,0.2077,0.536,0.75,240,5,0.0305,0.098,-0.0675,-0.0151,7
2009,1113,1396,1,1.1326,0.9741,0.1585,0.5688,0.1869,0.515,0.7273,313,6,1.0545,0.9682,0.0863,0.5139,0.1925,0.5193,0.6667,184,11,0.0781,0.0059,0.0723,0.0549,-5
2009,1156,1448,1,1.0061,0.9255,0.0806,0.4738,0.1934,0.4963,0.6875,164,13,1.0752,0.932,0.1432,0.5267,0.21,0.5438,0.8,332,4,-0.0691,-0.0065,-0.0626,-0.0529,9
2009,1173,1452,1,1.0162,0.9264,0.0899,0.4795,0.2081,0.5354,0.7879,198,11,1.094,0.9348,0.1591,0.4871,0.1805,0.5397,0.6765,366,6,-0.0777,-0.0084,-0.0693,-0.0076,5
2009,1242,1295,1,1.1056,0.944,0.1616,0.5402,0.209,0.5529,0.7812,362,3,1.1425,0.9993,0.1432,0.5457,0.1673,0.5274,0.8,304,14,-0.0369,-0.0553,0.0184,-0.0055,-11
2009,1257,1287,1,1.0614,0.8904,0.171,0.5197,0.1963,0.5161,0.8485,407,1,1.0339,1.0257,0.0082,0.4849,0.2267,0.5527,0.5312,21,16,0.0275,-0.1353,0.1628,0.0348,-15
2009,1266,1429,1,1.1255,0.9861,0.1394,0.5187,0.1668,0.5167,0.7273,310,6,1.1729,0.9996,0.1733,0.5594,0.1827,0.5551,0.8788,345,11,-0.0474,-0.0135,-0.0339,-0.0407,-5
2009,1277,1352,1,1.0758,0.9485,0.1272,0.5009,0.2104,0.5743,0.8125,288,2,1.0486,0.9605,0.0881,0.5426,0.2279,0.5125,0.7059,194,15,0.0272,-0.012,0.0392,-0.0418,-13
2009,1165,1281,0,1.0958,0.9622,0.1336,0.54,0.1945,0.5204,0.6897,239,14,1.1162,0.9118,0.2043,0.5284,0.1709,0.5033,0.8235,498,3,-0.0204,0.0503,-0.0707,0.0116,11
2009,1329,1397,1,1.1161,1.0115,0.1046,0.5389,0.1698,0.4935,0.6667,228,8,1.0903,1.0131,0.0772,0.5136,0.1845,0.5296,0.6364,202,9,0.0258,-0.0016,0.0274,0.0253,-1
